,compounds,id,label,std_compounds
6031,CCCCCCCCCCCCC1CO1,NCGC00257804-01,0,CCCCCCCCCCCCC1CO1
6032,CCCCCCCCCCCCCC,NCGC00257151-01,0,CCCCCCCCCCCCCC
6033,CCCCCCCCCCCCCC=O,NCGC00260340-01,0,CCCCCCCCCCCCCC=O
6034,CCCCCCCCCCCCCCC,NCGC00254392-01,0,CCCCCCCCCCCCCCC
6035,CCCCCCCCCCCCCCCCCC#N,NCGC00260108-01,0,CCCCCCCCCCCCCCCCCC#N
6036,CCCCCCCCCCCCCCCCCC(=O)OCCCCCCCCCCCCCC(C)C,NCGC00256794-01,0,CCCCCCCCCCCCCCCCCC(=O)OCCCCCCCCCCCCCC(C)C
6037,CCCCCCCCCCCCCCCCCCCl,NCGC00260543-01,0,CCCCCCCCCCCCCCCCCCCl
6038,CCCCCCCCCCCCCCCCCl,NCGC00260297-01,0,CCCCCCCCCCCCCCCCCl
6039,CCCCCCCCCCCCCCCCI,NCGC00260391-01,0,CCCCCCCCCCCCCCCCI
6040,CCCCCCCCCCCCCCCO,NCGC00259248-01,0,CCCCCCCCCCCCCCCO
6041,CCCCCCCCCCCCI,NCGC00260380-01,0,CCCCCCCCCCCCI
6042,CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC,NCGC00254572-01,0,CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC
6043,CCCCCCCCCCl,NCGC00260362-01,0,CCCCCCCCCCl
6044,CCCCCCCCCCN,NCGC00256367-01,0,CCCCCCCCCCN
6045,CCCCCCCCCO,NCGC00254773-01,0,CCCCCCCCCO
6046,CCCCCCCCOC(=O)C=C,NCGC00256817-01,0,C=CC(=O)OCCCCCCCC
6047,CCCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCCC,NCGC00254334-01,0,CCCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCCC
6048,CCCCCCCCOC(C)=O,NCGC00255907-01,0,CCCCCCCCOC(C)=O
6049,CCCCCCCCOCCC#N,NCGC00256642-01,0,CCCCCCCCOCCC#N
6050,CCCCCCCOC(=O)CCC,NCGC00255909-01,0,CCCCCCCOC(=O)CCC
6051,CCCCCCCOC(C)=O,NCGC00256785-01,0,CCCCCCCOC(C)=O
6052,CCCCCCNCCCCCC,NCGC00255302-01,0,CCCCCCNCCCCCC
6053,CCCCCNCCCCC,NCGC00259760-01,0,CCCCCNCCCCC
6054,CCCCN(CCCC)CCCCCCN(CCCC)CCCC,NCGC00257314-01,0,CCCCN(CCCC)CCCCCCN(CCCC)CCCC
6055,CCCCN(CCCC)N=O,NCGC00259883-01,0,CCCCN(CCCC)N=O
6056,F[B-](F)(F)F.CCCCN1C=C[N+](C)=C1,NCGC00260169-01,0,CCCCn1cc[n+](C)c1.F[B-](F)(F)F
6057,CCCCO[Al](OCCCC)OCCCC,NCGC00257069-01,0,CCCC[O-].CCCC[O-].CCCC[O-].[Al+3]
6058,CCCCOCCCC,NCGC00258590-01,0,CCCCOCCCC
6059,CCCCOCCO,NCGC00259948-01,0,CCCCOCCO
6060,CCCCON=O,NCGC00260473-01,0,CCCCON=O
6061,CCCCOP(=O)OCCCC,NCGC00259525-01,0,CCCCO[PH](=O)OCCCC
6062,CCCCSCCCC,NCGC00254887-01,0,CCCCSCCCC
6063,CCCN(CCC)N=O,NCGC00254369-01,0,CCCN(CCC)N=O
6064,CCCO,NCGC00255163-01,0,CCCO
6065,CCCO[Si](OCCC)(OCCC)OCCC,NCGC00255743-01,0,CCCO[Si](OCCC)(OCCC)OCCC
6066,CCCOC(OCCC)OCCC,NCGC00255921-01,0,CCCOC(OCCC)OCCC
6067,CCCOCCC,NCGC00254943-01,0,CCCOCCC
6068,CCCSP(=O)(OCC)SCCC,NCGC00163774-04,0,CCCSP(=O)(OCC)SCCC
6069,CCCSSCCC,NCGC00255274-01,0,CCCSSCCC
6070,CCN(CC#N)C1=CC(C)=CC=C1,NCGC00255217-01,0,CCN(CC#N)c1cccc(C)c1
6071,CCCCCCCCCCCC(=O)N(CC)CC,NCGC00256623-01,0,CCCCCCCCCCCC(=O)N(CC)CC
6072,CCN(CC)C(=O)N(CC)CC,NCGC00255855-01,0,CCN(CC)C(=O)N(CC)CC
6073,CCSC(=O)N(CC)CC,NCGC00255740-01,0,CCSC(=O)N(CC)CC
6074,CCN(CC)C(C)=O,NCGC00258287-01,0,CCN(CC)C(C)=O
6075,CCN(CC)C=O,NCGC00258473-01,0,CCN(C=O)CC
6076,CCN(CC)C1CCCCC1,NCGC00255346-01,0,CCN(CC)C1CCCCC1
6077,CCN(CC)CC,NCGC00258427-01,0,CCN(CC)CC
6078,CCN1CCOCC1,NCGC00258655-01,0,CCN1CCOCC1
6079,CCCCC1=C(O)N=C(NCC)N=C1C,NCGC00255983-01,0,CCCCc1c(C)nc(NCC)nc1O
6080,CCCCNCC,NCGC00258648-01,0,CCCCNCC
6081,CCO,NCGC00260059-01,0,CCO
6082,CCO[Si](C)(OCC)OCC,NCGC00255877-01,0,CCO[Si](C)(OCC)OCC
6083,CCOC(=O)NCCC[Si](OCC)(OCC)OCC,NCGC00256247-01,0,CCOC(=O)NCCC[Si](OCC)(OCC)OCC
6084,CCO[Si](CCCNC(N)=O)(OCC)OCC,NCGC00256281-01,0,CCO[Si](CCCNC(N)=O)(OCC)OCC
6085,CCO[Si](CCCS)(OCC)OCC,NCGC00255802-01,0,CCO[Si](CCCS)(OCC)OCC
6086,CCOC(=O)C(=O)OCC,NCGC00255767-01,0,CCOC(=O)C(=O)OCC
6087,CCOC(OCC)OCC,NCGC00255741-01,0,CCOC(OCC)OCC
6088,CCOC1=CC=C(NC(=O)CC(C)=O)C=C1,NCGC00255849-01,1,CCOc1ccc(NC(=O)CC(C)=O)cc1
6089,CCOC1=CC(=C(N)C=C1)[N+]([O-])=O,NCGC00255172-01,0,CCOc1ccc(N)c([N+](=O)[O-])c1
6090,CCOC1=CC=C2NC(C)(C)CC(C)C2=C1,NCGC00255801-01,1,CCOc1ccc2c(c1)C(C)CC(C)(C)N2
6091,CCOC1=C(N)C=CC=C1,NCGC00258556-01,1,CCOc1ccccc1N
6092,CCOC1=C(O)C=CC=C1,NCGC00255986-01,0,CCOc1ccccc1O
6093,CCOCCC(=O)OCC,NCGC00257733-01,0,CCOCCC(=O)OCC
6094,CCOCCOCC,NCGC00258210-01,0,CCOCCOCC
6095,CCOCCOCCOC(C)=O,NCGC00258397-01,0,CCOCCOCCOC(C)=O
6096,CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,NCGC00255735-01,1,CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC
6097,CCOP(S)(=S)OCC,NCGC00255332-01,0,CCOP(=S)(S)OCC
6098,CCOP(O)OCC,NCGC00255435-01,0,CCOP(O)OCC
6099,Cl.CCN[C@@H](C)CC1=CC=CC=C1,NCGC00247705-01,0,CCN[C@@H](C)Cc1ccccc1.Cl
6100,Cl.C1=CC=NC=C1,NCGC00257717-01,0,Cl.c1ccncc1
6101,Cl.CC(CC1=CC2=C(OCO2)C=C1)NO,NCGC00247701-01,0,CC(Cc1ccc2c(c1)OCO2)NO.Cl
6102,Cl.CC1=CC=CC=C1N,NCGC00256358-01,0,Cc1ccccc1N.Cl
6103,Cl.CCCN1CN(C)C=C1,NCGC00260205-01,0,CCCN1C=CN(C)C1.Cl
6104,Cl.CCNCC,NCGC00257526-01,0,CCNCC.Cl
6105,Cl.ClC1=CC=CC(Cl)=C1N=C2NCCN2,NCGC00256172-01,0,Cl.Clc1cccc(Cl)c1N=C1NCCN1
6106,Cl.CNC,NCGC00258250-01,0,CNC.Cl
6107,Cl.[H][C@]12SCC(C[N+]3=C4C=CC=NN4C=C3)=C(N1C(=O)[C@@]2([H])NC(=O)C(=N\OC)\C5=NSC(N)=N5)C([O-])=O,NCGC00181750-01,0,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccn4ncccc43)CS[C@H]12)c1nsc(N)n1.Cl
6108,Cl.COC1=CC(CC(C)N)=C(OC)C=C1,NCGC00168269-02,0,COc1ccc(OC)c(CC(C)N)c1.Cl
6109,Cl.NC(=N)C1=CC=CC=C1,NCGC00255862-01,0,Cl.N=C(N)c1ccccc1
6110,Cl.NNC(N)=N,NCGC00255912-01,1,Cl.N=C(N)NN
6111,Cl.NNC(N)=O,NCGC00258503-01,0,Cl.NNC(N)=O
6112,Cl.N[C@H]1C(O)O[C@H](CO)[C@H](O)[C@@H]1O,NCGC00255106-01,0,Cl.N[C@H]1C(O)O[C@H](CO)[C@H](O)[C@@H]1O
6113,Cl.C[C@H](N)C(=O)C1=CC=CC=C1,NCGC00168262-02,0,C[C@H](N)C(=O)c1ccccc1.Cl
6114,Cl.CC(=O)O[C@H](CC([O-])=O)C[N+](C)(C)C,NCGC00255486-01,0,CC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C.Cl
6115,Cl.CCOC(=N)CC(=O)OCC,NCGC00256116-01,0,CCOC(=N)CC(=O)OCC.Cl
6116,Cl.CCCOC(=O)NCCCN(C)C,NCGC00254589-01,0,CCCOC(=O)NCCCN(C)C.Cl
6117,Cl.CCN(CC)CCNC(=O)C1=CC=C(N)C=C1,NCGC00260401-01,0,CCN(CC)CCNC(=O)c1ccc(N)cc1.Cl
6118,Cl.NC(=O)CC[C@H](NC1=CC=C(C=C1)[N+]([O-])=O)C(O)=O,NCGC00256190-01,0,Cl.NC(=O)CC[C@H](Nc1ccc([N+](=O)[O-])cc1)C(=O)O
6119,Cl.[H][C@]2(O[C@@H]1[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@H]1O)O[C@H](C)[C@H](C[C@@H]2N)NC(=N)C(O)=O,NCGC00255614-01,0,C[C@H]1O[C@H](O[C@@H]2[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@H]2O)[C@@H](N)C[C@@H]1NC(=N)C(=O)O.Cl
6120,Cl.CC1=NC=C(CO)C(CO)=C1O,NCGC00256911-01,0,Cc1ncc(CO)c(CO)c1O.Cl
6121,Cl.NCCC1=CC=C(O)C=C1,NCGC00258750-01,0,Cl.NCCc1ccc(O)cc1
6122,ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,NCGC00259274-01,0,ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl
6123,ClC(=O)C1=CC=CC=C1,NCGC00257985-01,0,O=C(Cl)c1ccccc1
6124,CCCCCCCC(Cl)=O,NCGC00259800-01,0,CCCCCCCC(=O)Cl
6125,COC(Cl)=O,NCGC00258395-01,0,COC(=O)Cl
6126,CCOC(Cl)=O,NCGC00258587-01,0,CCOC(=O)Cl
6127,ClC(=O)OCC1=CC=CC=C1,NCGC00258625-01,0,O=C(Cl)OCc1ccccc1
6128,[O-][N+](=O)C(Cl)(Cl)Cl,NCGC00259119-01,0,O=[N+]([O-])C(Cl)(Cl)Cl
6129,ClC(Cl)(Cl)C(=O)C(Cl)(Cl)Cl,NCGC00259322-01,0,O=C(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl
6130,ClC(=O)C(Cl)(Cl)Cl,NCGC00258623-01,0,O=C(Cl)C(Cl)(Cl)Cl
6131,FC(F)(F)C(Cl)(Cl)Cl,NCGC00257633-01,0,FC(F)(F)C(Cl)(Cl)Cl
6132,NC(=O)C(Cl)(Cl)Cl,NCGC00258090-01,0,NC(=O)C(Cl)(Cl)Cl
6133,ClC1=CC=C(C=C1)C(Cl)(Cl)Cl,NCGC00254515-01,0,Clc1ccc(C(Cl)(Cl)Cl)cc1
6134,ClC(Cl)(Cl)C1=CC=CC=C1,NCGC00254133-01,1,ClC(Cl)(Cl)c1ccccc1
6135,CCOC1=NC(=NS1)C(Cl)(Cl)Cl,NCGC00254826-01,0,CCOc1nc(C(Cl)(Cl)Cl)ns1
6136,ClC(Cl)C(Cl)(Cl)Cl,NCGC00258693-01,0,ClC(Cl)C(Cl)(Cl)Cl
6137,NC(=O)C(Cl)Cl,NCGC00257604-01,0,NC(=O)C(Cl)Cl
6138,FC(F)(Cl)C(F)(Cl)Cl,NCGC00257955-01,0,FC(F)(Cl)C(F)(Cl)Cl
6139,ClCC=CCl,NCGC00257789-01,0,ClC=CCCl
6140,ClC=CCl,NCGC00258328-01,0,ClC=CCl
6141,OC(=O)CC1=C(Cl)C=CC(Cl)=C1Cl,NCGC00255534-01,0,O=C(O)Cc1c(Cl)ccc(Cl)c1Cl
6142,CC(=O)OCC(=O)NC1=CC(=CC(NC(=O)COC(C)=O)=C1Cl)C#N,NCGC00182988-01,0,CC(=O)OCC(=O)Nc1cc(C#N)cc(NC(=O)COC(C)=O)c1Cl
6143,COC(=O)C1=CC(Cl)=CC(Cl)=C1,NCGC00255884-01,0,COC(=O)c1cc(Cl)cc(Cl)c1
6144,COC(=O)C1=CC(Cl)=CC=C1,NCGC00258565-01,0,COC(=O)c1cccc(Cl)c1
6145,OCCN(CCO)C1=CC(Cl)=CC=C1,NCGC00257111-01,0,OCCN(CCO)c1cccc(Cl)c1
6146,CC1=CC=C(Cl)C=C1Cl,NCGC00255577-01,0,Cc1ccc(Cl)cc1Cl
6147,ClC1=CC(Cl)=C(Cl)C(Cl)=C1Cl,NCGC00257145-01,0,Clc1cc(Cl)c(Cl)c(Cl)c1Cl
6148,NC1=CC=C(Cl)C=C1Cl,NCGC00257110-01,0,Nc1ccc(Cl)cc1Cl
6149,OC1=C(Cl)C=C(Cl)C=C1,NCGC00259138-01,0,Oc1ccc(Cl)cc1Cl
6150,ClC1=CC(Cl)=CC(Cl)=C1,NCGC00257833-01,0,Clc1cc(Cl)cc(Cl)c1
6151,ClC1=CC=C(CC#N)C(Cl)=C1,NCGC00254924-01,0,N#CCc1ccc(Cl)cc1Cl
6152,CNC.OC(=O)COC1=C(Cl)C=C(Cl)C=C1,NCGC00257856-01,0,CNC.O=C(O)COc1ccc(Cl)cc1Cl
6153,COC(=O)COC1=C(Cl)C=C(Cl)C=C1,NCGC00255411-01,0,COC(=O)COc1ccc(Cl)cc1Cl
6154,CC(C)COC(=O)COC1=C(Cl)C=C(Cl)C=C1,NCGC00255596-01,0,CC(C)COC(=O)COc1ccc(Cl)cc1Cl
6155,CCCCC(CC)COC(=O)COC1=C(Cl)C=C(Cl)C=C1,NCGC00258480-01,0,CCCCC(CC)COC(=O)COc1ccc(Cl)cc1Cl
6156,CCCCOC(=O)COC1=C(Cl)C=C(Cl)C=C1,NCGC00258789-01,0,CCCCOC(=O)COc1ccc(Cl)cc1Cl
6157,CCCCCC(CC)OC(=O)CCCOC1=C(Cl)C=C(Cl)C=C1,NCGC00256702-01,0,CCCCCC(CC)OC(=O)CCCOc1ccc(Cl)cc1Cl
6158,CCCCC(CC)COC(=O)COC1=C(Cl)C=C(Cl)C(Cl)=C1,NCGC00255662-01,0,CCCCC(CC)COC(=O)COc1cc(Cl)c(Cl)cc1Cl
6159,CCOC(=O)NC(C)(C)CC1=CC=C(Cl)C=C1,NCGC00183835-01,0,CCOC(=O)NC(C)(C)Cc1ccc(Cl)cc1
6160,FC(F)(F)C(=NOCC1OCCO1)C2=CC=C(Cl)C=C2,NCGC00256300-01,0,FC(F)(F)C(=NOCC1OCCO1)c1ccc(Cl)cc1
6161,CC1(C)CCC(=CC2=CC=C(Cl)C=C2)C1(O)CN3C=NC=N3,NCGC00168342-02,1,CC1(C)CCC(=Cc2ccc(Cl)cc2)C1(O)Cn1cncn1
6162,FC(F)(F)C1=CC=C(Cl)C(Cl)=C1,NCGC00259521-01,0,FC(F)(F)c1ccc(Cl)c(Cl)c1
6163,CCCCCC1=CC=C(Cl)C=C1,NCGC00257280-01,0,CCCCCc1ccc(Cl)cc1
6164,OC(=O)C1=C(Cl)C=CC(Cl)=N1,NCGC00258986-01,1,O=C(O)c1nc(Cl)ccc1Cl
6165,NC(=O)NC1=CC=C(Cl)C=C1,NCGC00254741-01,0,NC(=O)Nc1ccc(Cl)cc1
6166,CC1=NC2=CC=C(Cl)C=C2N1,NCGC00258357-01,1,Cc1nc2ccc(Cl)cc2[nH]1
6167,ClC1=CC=CC(Cl)=C1Cl,NCGC00259662-01,0,Clc1cccc(Cl)c1Cl
6168,ClC1=CC=CC=C1,NCGC00258775-01,0,Clc1ccccc1
6169,ClC1=NC=CC=C1,NCGC00259832-01,0,Clc1ccccn1
6170,CCNC1=NC(NC(C)C)=NC(Cl)=N1,NCGC00259535-01,0,CCNc1nc(Cl)nc(NC(C)C)n1
6171,CN\C(NCC1=CN=C(Cl)S1)=N/[N+]([O-])=O,NCGC00255089-01,0,CN/C(=N\[N+](=O)[O-])NCc1cnc(Cl)s1
6172,ClC1=C(Cl)C(Cl)=C(Cl)S1,NCGC00255751-01,0,Clc1sc(Cl)c(Cl)c1Cl
6173,[O-][N+](=O)C1=CC=C(OC2=C(Cl)C=C(Cl)C=C2)C=C1,NCGC00253936-01,0,O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2Cl)cc1
6174,ClC1=C2C=CC=CC2=CC=C1,NCGC00258377-01,0,Clc1cccc2ccccc12
6175,ClCC(Cl)(Cl)Cl,NCGC00258661-01,0,ClCC(Cl)(Cl)Cl
6176,ClCC(Cl)CCl,NCGC00259572-01,0,ClCC(Cl)CCl
6177,OCC(Cl)CCl,NCGC00257896-01,0,OCC(Cl)CCl
6178,ClCC=O,NCGC00255050-01,0,O=CCCl
6179,ClCC1=CC(C=C)=CC=C1,NCGC00255223-01,0,C=Cc1cccc(CCl)c1
6180,ClCC1=CC=CC=C1,NCGC00257820-01,0,ClCc1ccccc1
6181,ClCCCCCCCl,NCGC00255999-01,0,ClCCCCCCCl
6182,ClCCCCl,NCGC00258692-01,0,ClCCCCl
6183,ClCCl,NCGC00260075-01,0,ClCCl
6184,ClCCOCCCl,NCGC00259623-01,0,ClCCOCCCl
6185,ClCOCCl,NCGC00258394-01,0,ClCOCCl
6186,COP(Cl)(=S)OC,NCGC00260111-01,0,COP(=S)(Cl)OC
6187,ClP(Cl)(Cl)=O,NCGC00258368-01,0,O=P(Cl)(Cl)Cl
6188,ClP(Cl)C1=CC=CC=C1,NCGC00257120-01,0,ClP(Cl)c1ccccc1
6189,CN(C)N=NC1=CC=CC=C1,NCGC00255139-01,0,CN(C)N=Nc1ccccc1
6190,CN(C)C,NCGC00255170-01,0,CN(C)C
6191,CNC(=S)N(C)C,NCGC00259282-01,0,CNC(=S)N(C)C
6192,CN(C)C(C)(C)CO,NCGC00256211-01,0,CN(C)C(C)(C)CO
6193,CN(C)C(Cl)=O,NCGC00258886-01,0,CN(C)C(=O)Cl
6194,CN(C)C1=CC=NC=C1,NCGC00257546-01,0,CN(C)c1ccncc1
6195,CN(C)C1=NC(=O)N(C2CCCCC2)C(=O)N1C,NCGC00259214-01,0,CN(C)c1nc(=O)n(C2CCCCC2)c(=O)n1C
6196,CCCCCCCCCCCCN(C)C,NCGC00257196-01,0,CCCCCCCCCCCCN(C)C
6197,CCCCCCCCCCCCCCN(C)C,NCGC00260286-01,0,CCCCCCCCCCCCCCN(C)C
6198,CCCCCCCCCCCCCCCCN(C)C,NCGC00260539-01,0,CCCCCCCCCCCCCCCCN(C)C
6199,CN(C)CCCCCCN(C)C,NCGC00258535-01,0,CN(C)CCCCCCN(C)C
6200,CC(O)CN(CCCN(C)C)CCCN(C)C,NCGC00256209-01,0,CC(O)CN(CCCN(C)C)CCCN(C)C
6201,CN(C)CCCNCCC#N,NCGC00256178-01,0,CN(C)CCCNCCC#N
6202,CN(C)CCCNCCCN(C)C,NCGC00256130-01,0,CN(C)CCCNCCCN(C)C
6203,CN(C)CCN(C)CCO,NCGC00256033-01,0,CN(C)CCN(C)CCO
6204,CN(C)CCOC(=O)C(C)=C,NCGC00259243-01,0,C=C(C)C(=O)OCCN(C)C
6205,CN(C)CCOCCN(C)C,NCGC00257033-01,0,CN(C)CCOCCN(C)C
6206,CN(C)CCOCCN(C)CCO,NCGC00256113-01,0,CN(C)CCOCCN(C)CCO
6207,CN(C)CCOCCO,NCGC00257797-01,0,CN(C)CCOCCO
6208,CN(C)N,NCGC00255194-01,0,CN(C)N
6209,CN(C1CCCCC1)C2CCCCC2,NCGC00256070-01,0,CN(C1CCCCC1)C1CCCCC1
6210,CCCCCCCCN(C)CCCCCCCC,NCGC00254290-01,0,CCCCCCCCN(C)CCCCCCCC
6211,CCOC(=O)N(C)N=O,NCGC00256477-01,0,CCOC(=O)N(C)N=O
6212,CN1C(O)C(O)N(C)C1=O,NCGC00256177-01,0,CN1C(=O)N(C)C(O)C1O
6213,CN1CCCC1,NCGC00255880-01,0,CN1CCCC1
6214,CNC,NCGC00255288-01,0,CNC
6215,CNC1=CC=CC=C1,NCGC00257852-01,0,CNc1ccccc1
6216,CNCCO,NCGC00254915-01,0,CNCCO
6217,CO,NCGC00260072-01,0,CO
6218,CO[Si](C)(OC)C1=CC=CC=C1,NCGC00256013-01,0,CO[Si](C)(OC)c1ccccc1
6219,CCC[Si](OC)(OC)OC,NCGC00254853-01,0,CCC[Si](OC)(OC)OC
6220,CO[Si](CCCNCCC[Si](OC)(OC)OC)(OC)OC,NCGC00257922-01,0,CO[Si](CCCNCCC[Si](OC)(OC)OC)(OC)OC
6221,CO[Si](CCCNCCN)(OC)OC,NCGC00256996-01,0,CO[Si](CCCNCCN)(OC)OC
6222,CO[Si](OC)(OC)C1=CC=CC=C1,NCGC00255480-01,0,CO[Si](OC)(OC)c1ccccc1
6223,CO[Si](CCCN1C(=O)N(CCC[Si](OC)(OC)OC)C(=O)N(CCC[Si](OC)(OC)OC)C1=O)(OC)OC,NCGC00256169-01,0,CO[Si](CCCn1c(=O)n(CCC[Si](OC)(OC)OC)c(=O)n(CCC[Si](OC)(OC)OC)c1=O)(OC)OC
6224,COC(=O)[C@H]1CC[C@@H](CC1)C(=O)OC,NCGC00258031-01,0,COC(=O)[C@H]1CC[C@H](C(=O)OC)CC1
6225,COC(=O)C1=CC=C(C(=O)OC)C(=C1)C(=O)OC,NCGC00256621-01,0,COC(=O)c1ccc(C(=O)OC)c(C(=O)OC)c1
6226,COC(=O)C1=CC=C(C=C1)C(O)=O,NCGC00258543-01,0,COC(=O)c1ccc(C(=O)O)cc1
6227,COC(=O)C1=CC(=CC=C1)C(=O)OC,NCGC00257185-01,0,COC(=O)c1cccc(C(=O)OC)c1
6228,COC(=O)C1=C(C)C=CC=C1,NCGC00257351-01,0,COC(=O)c1ccccc1C
6229,COC(=O)C1=C(C=CC=C1)C(O)=O,NCGC00254641-01,0,COC(=O)c1ccccc1C(=O)O
6230,COC(=O)C1=CN=CC=C1,NCGC00255708-01,0,COC(=O)c1cccnc1
6231,COC(=O)CCSCCC(=O)OC,NCGC00257115-01,0,COC(=O)CCSCCC(=O)OC
6232,COC(C(O)=O)C1=CC=CC=C1,NCGC00255165-01,0,COC(C(=O)O)c1ccccc1
6233,COC(CC(C)CCCC(C)(C)O)OC,NCGC00256762-01,0,COC(CC(C)CCCC(C)(C)O)OC
6234,COC(OC)C(C)C1=CC=CC=C1,NCGC00256696-01,0,COC(OC)C(C)c1ccccc1
6235,COC(OC)OC,NCGC00257616-01,0,COC(OC)OC
6236,COC1=CC(Br)=CC=C1,NCGC00256727-01,0,COc1cccc(Br)c1
6237,COC1=CC(C)=CC=C1C(C)C,NCGC00256877-01,0,COc1cc(C)ccc1C(C)C
6238,COC1=CC=CC(C=O)=C1,NCGC00255778-01,0,COc1cccc(C=O)c1
6239,COC1=C(C=CC(=C1)C2=CC(OC)=C(C=C2)N=C=O)N=C=O,NCGC00260026-01,1,COc1cc(-c2ccc(N=C=O)c(OC)c2)ccc1N=C=O
6240,CCCOC(=O)CC1=CC(OC)=C(OCC(=O)N(CC)CC)C=C1,NCGC00183027-01,0,CCCOC(=O)Cc1ccc(OCC(=O)N(CC)CC)c(OC)c1
6241,COC1=CC(Cl)=CC=C1Cl,NCGC00258505-01,0,COc1cc(Cl)ccc1Cl
6242,COC1=CC=C(C)C=C1[N+]([O-])=O,NCGC00258773-01,0,COc1ccc(C)cc1[N+](=O)[O-]
6243,COC1=CC=C(OC)C(Cl)=C1,NCGC00255505-01,0,COc1ccc(OC)c(Cl)c1
6244,COC1=C(O)C=C(CCC(=O)C2=C(O)C=C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)C=C2O)C=C1,NCGC00257857-01,0,COc1ccc(CCC(=O)c2c(O)cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)cc2O)cc1O
6245,COC1=C(OC)C=C(C=C1)[C@@H]2CC(=O)C3=C(O2)C=C(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)C=C3O,NCGC00259877-01,0,COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1OC
6246,COC1=CC=C(CCC(C)=O)C=C1,NCGC00255063-01,0,COc1ccc(CCC(C)=O)cc1
6247,CCC(=O)OCC1=CC=C(OC)C=C1,NCGC00256763-01,0,CCC(=O)OCc1ccc(OC)cc1
6248,COC1=CC=C(NC(C)=O)C=C1,NCGC00258683-01,0,COc1ccc(NC(C)=O)cc1
6249,COC1=CC=C(OC)C=C1,NCGC00258885-01,0,COc1ccc(OC)cc1
6250,[H][C@@]12CC[C@@H](O)[C@@H]3OC4=C(OC)C=CC5=C4[C@]13CCN(C)[C@@H]2C5,NCGC00247336-02,0,COc1ccc2c3c1O[C@H]1[C@H](O)CC[C@H]4[C@@H](C2)N(C)CC[C@@]341
6251,COC1=CC(OC)=CC=C1,NCGC00256016-01,0,COc1cccc(OC)c1
6252,COC1=C(C=CC=C1)[N+]([O-])=O,NCGC00259533-01,0,COc1ccccc1[N+](=O)[O-]
6253,COC1=CC=CC=C1OC,NCGC00256103-01,0,COc1ccccc1OC
6254,COC1=NC(N)=NC2=C1NC=N2,NCGC00260512-01,1,COc1nc(N)nc2nc[nH]c12
6255,CCC(C)C1=NC=CN=C1OC,NCGC00256160-01,0,CCC(C)c1nccnc1OC
6256,COCC1=CC=C(COC)C=C1,NCGC00256187-01,0,COCc1ccc(COC)cc1
6257,COCCOC,NCGC00257974-01,0,COCCOC
6258,COCCOCCOC,NCGC00253963-01,0,COCCOCCOC
6259,COCCOCCOCCOCCOCCO,NCGC00255633-01,0,COCCOCCOCCOCCOCCO
6260,COCN(COC)C1=NC(=NC(=N1)N(COC)COC)N(COC)COC,NCGC00259148-01,0,COCN(COC)c1nc(N(COC)COC)nc(N(COC)COC)n1
6261,CNC(=O)CSP(=O)(OC)OC,NCGC00254871-01,0,CNC(=O)CSP(=O)(OC)OC
6262,CNC(=O)CSP(=S)(OC)OC,NCGC00259795-01,0,CNC(=O)CSP(=S)(OC)OC
6263,CC(C)OP(C)(=O)OC(C)C,NCGC00259261-01,0,CC(C)OP(C)(=O)OC(C)C
6264,COS(C)(=O)=O,NCGC00259643-01,0,COS(C)(=O)=O
6265,CCOS(C)(=O)=O,NCGC00257560-01,0,CCOS(C)(=O)=O
6266,CS(Cl)(=O)=O,NCGC00258197-01,0,CS(=O)(=O)Cl
6267,CSC1=CC=C(C=O)C=C1,NCGC00257558-01,0,CSc1ccc(C=O)cc1
6268,CSC1=CC=C(Cl)C=C1,NCGC00256947-01,0,CSc1ccc(Cl)cc1
6269,CSC1=NC=CN=C1,NCGC00256645-01,0,CSc1cnccn1
